From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Length,Interacts with
FCGR3A,P08637,reviewed,FCG3A_HUMAN,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a),FCGR3A CD16A FCG3 FCGR3 IGFR3,254,Q99706
FCGR3A,A0A0S2Z3S7,unreviewed,A0A0S2Z3S7_HUMAN,Fc of IgG low affinity IIIa receptor isoform 2,FCGR3A,204,
FCGR3A,A0A1W2PQB1,unreviewed,A0A1W2PQB1_HUMAN,Fc of IgG low affinity IIIa receptor isoform 1,FCGR3A,290,Q9BS40
FCGR3A,A0A2H4Z8E2,unreviewed,A0A2H4Z8E2_HUMAN,CD16A,FCGR3A,84,
FCGR3A,A0A2H4Z8E3,unreviewed,A0A2H4Z8E3_HUMAN,CD16A,FCGR3A,85,
FCGR3A,A0A2H4Z8E5,unreviewed,A0A2H4Z8E5_HUMAN,CD16A,FCGR3A,84,
FCGR3A,A0A2H4Z8F0,unreviewed,A0A2H4Z8F0_HUMAN,CD16A,FCGR3A,85,
FCGR3A,A0A2H4Z8F2,unreviewed,A0A2H4Z8F2_HUMAN,CD16A,FCGR3A,85,
FCGR3A,A0A2H4Z8F3,unreviewed,A0A2H4Z8F3_HUMAN,CD16A,FCGR3A,85,
FCGR3A,A0A8V8TNB3,unreviewed,A0A8V8TNB3_HUMAN,Fc gamma receptor IIIa,FCGR3A,110,
FCGR3A,A0A8V8TNB8,unreviewed,A0A8V8TNB8_HUMAN,Fc gamma receptor IIIa,FCGR3A,262,
FCGR3A,A0A8V8TPL1,unreviewed,A0A8V8TPL1_HUMAN,Fc gamma receptor IIIa,FCGR3A,237,
FCGR3A,A0A8V8TQ03,unreviewed,A0A8V8TQ03_HUMAN,Fc gamma receptor IIIa,FCGR3A,269,
FCGR3A,C9JC71,unreviewed,C9JC71_HUMAN,Fc gamma receptor IIIa,FCGR3A,135,
FCGR3A,H0Y755,unreviewed,H0Y755_HUMAN,Fc gamma receptor IIIa,FCGR3A,253,
CD4,P01730,reviewed,CD4_HUMAN,T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4),CD4,458,P51681; P01730; P13473-2; P06239; P04150; Q9Y371; P04578; PRO_0000038427 [P04578]; Q1PHM6; Q2N0S6; P03407; P05919
CD4,A0A4Y5UGE4,unreviewed,A0A4Y5UGE4_HUMAN,T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3),CD4,458,
CD4,F5GYA9,unreviewed,F5GYA9_HUMAN,CD4 molecule,CD4,45,
CD4,F5H480,unreviewed,F5H480_HUMAN,CD4 molecule,CD4,148,
CD4,Q13969,unreviewed,Q13969_HUMAN,CD4 protein (CD4 receptor),CD4,71,
CD4,Q6LCP8,unreviewed,Q6LCP8_HUMAN,Surface glycoprotein variant,CD4,78,
ERVK-6,Q69383,reviewed,REC6_HUMAN,Endogenous retrovirus group K member 6 Rec protein (Central open reading frame) (c-orf) (cORF) (Endogenous retrovirus K protein 6) (HERV-K(C7) Rec protein) (HERV-K(HML-2.HOM) Rec protein) (HERV-K108 Rec protein) (HERV-K_7p22.1 provirus Rec protein) (K-Rev) (Rev-like protein) (Rev/Rex homolog),ERVK-6 ERVK6,105,
ERVK-6,Q69384,reviewed,ENK6_HUMAN,Endogenous retrovirus group K member 6 Env polyprotein (EnvK2 protein) (Envelope polyprotein) (HERV-K(C7) envelope protein) (HERV-K(HML-2.HOM) envelope protein) (HERV-K108 envelope protein) (HERV-K_7p22.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],ERVK-6 ERVK6,699,
ERVK-6,Q7LDI9,reviewed,GAK6_HUMAN,Endogenous retrovirus group K member 6 Gag polyprotein (HERV-K(C7) Gag protein) (HERV-K(HML-2.HOM) Gag protein) (HERV-K108 Gag protein) (HERV-K_7p22.1 provirus ancestral Gag polyprotein) (Gag polyprotein),ERVK-6 ERVK6,666,
ERVK-6,Q9BXR3,reviewed,POK6_HUMAN,Endogenous retrovirus group K member 6 Pol protein (HERV-K(C7) Pol protein) (HERV-K(HML-2.HOM) Pol protein) (HERV-K108 Pol protein) (HERV-K_7p22.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)],ERVK-6 ERVK6,956,
ERVK-6,Q9Y6I0,reviewed,VPK6_HUMAN,Endogenous retrovirus group K member 6 Pro protein (HERV-K(C7) Pro protein) (HERV-K(HML-2.HOM) Pro protein) (HERV-K108 Pro protein) (HERV-K_7p22.1 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR),ERVK-6 ERVK6,156,
CXCL8,P10145,reviewed,IL8_HUMAN,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)],CXCL8 IL8,99,P25025; P02776; P98066; P9WGV3; P9WMN3; Q6MX51
CXCL8,A0A024RDA5,unreviewed,A0A024RDA5_HUMAN,Multifunctional fusion protein [Includes: Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8); C-X-C motif chemokine],IL8 CXCL8 hCG_16372,99,
CXCL8,A0A8Q3SIG6,unreviewed,A0A8Q3SIG6_HUMAN,C-X-C motif chemokine ligand 8,CXCL8,40,
CXCL8,C9J4T6,unreviewed,C9J4T6_HUMAN,Multifunctional fusion protein [Includes: Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8); C-X-C motif chemokine],CXCL8,95,
CXCL12,P48061,reviewed,SDF1_HUMAN,Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)],CXCL12 SDF1 SDF1A SDF1B,93,P51671; Q99616; P78556; O00585; O15444; Q9Y258; Q9NRJ3; P13501; PRO_0000005175 [P13501]; P02778; O14625; O95715; Q6UXB2; P19875; P80162; Q07325; P02776; P10720; P47992; Q9UBD3
CXCL12,A0A024R7W4,unreviewed,A0A024R7W4_HUMAN,"Chemokine (C-X-C motif) ligand 12 (Stromal cell-derived factor 1), isoform CRA_a",CXCL12 hCG_25667,103,
TMED2,Q15363,reviewed,TMED2_HUMAN,Transmembrane emp24 domain-containing protein 2 (Membrane protein p24A) (p24) (p24 family protein beta-1) (p24beta1),TMED2 RNP24,201,P41180; P13987; P55085; P49755; O35587
TMED2,E7EQ72,unreviewed,E7EQ72_HUMAN,Transmembrane p24 trafficking protein 2,TMED2,166,
TMED2,F5GX39,unreviewed,F5GX39_HUMAN,Transmembrane p24 trafficking protein 2,TMED2,116,
TMED2,Q6FHT8,unreviewed,Q6FHT8_HUMAN,"RNP24 protein (Transmembrane emp24 domain trafficking protein 2, isoform CRA_a) (cDNA, FLJ93436, Homo sapiens coated vesicle membrane protein (RNP24), mRNA)",RNP24 TMED2 hCG_1743563,201,
NRSN1,Q8IZ57,reviewed,NRSN1_HUMAN,Neurensin-1 (Neuro-p24) (Vesicular membrane protein of 24 kDa) (Vesicular membrane protein p24),NRSN1 VMP,195,Q969F0; P12314; Q99795; Q9Y5Y7; Q9Y225-2; Q9HBV2; Q9BVX2
NRSN1,Q5VTS0,unreviewed,Q5VTS0_HUMAN,Neurensin 1,NRSN1,172,
NRSN1,Q5VTS2,unreviewed,Q5VTS2_HUMAN,Neurensin 1,NRSN1,146,
HERPUD1,Q15011,reviewed,HERP1_HUMAN,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1),HERPUD1 HERP KIAA0025 MIF1,391,
HERPUD1,A0A2Z2EHH6,unreviewed,A0A2Z2EHH6_HUMAN,Homocysteine-inducible endoplasmic reticulum stress-inducible ubiquitin-like domain member 1 isoform 1,HERPUD1,391,
HERPUD1,A4UAE9,unreviewed,A4UAE9_HUMAN,Homocysteine-inducible endoplasmic reticulum stress-inducible ubiquitin-like domain member 1 protein,HERPUD1,275,
HERPUD1,H3BP08,unreviewed,H3BP08_HUMAN,Homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,160,
HERPUD1,H3BQM2,unreviewed,H3BQM2_HUMAN,Homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,226,
HERPUD1,H3BRS4,unreviewed,H3BRS4_HUMAN,Homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,53,
HERPUD1,H3BTA8,unreviewed,H3BTA8_HUMAN,Homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,109,
HERPUD1,H3BTT7,unreviewed,H3BTT7_HUMAN,Homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,150,
HERPUD1,H3BV54,unreviewed,H3BV54_HUMAN,Homocysteine inducible ER protein with ubiquitin like domain 1,HERPUD1,150,
ERVW-1,Q9UQF0,reviewed,SYCY1_HUMAN,Syncytin-1 (Endogenous retrovirus group W member 1) (Env-W) (Envelope polyprotein gPr73) (Enverin) (HERV-7q Envelope protein) (HERV-W envelope protein) (HERV-W_7q21.2 provirus ancestral Env polyprotein) (Syncytin) [Cleaved into: Surface protein (SU) (gp50); Transmembrane protein (TM) (gp24)],ERVW-1 ERVWE1,538,
APOBEC3G,Q9HC16,reviewed,ABC3G_HUMAN,DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.38) (APOBEC-related cytidine deaminase) (APOBEC-related protein) (ARCD) (APOBEC-related protein 9) (ARP-9) (CEM-15) (CEM15) (Deoxycytidine deaminase) (A3G),APOBEC3G MDS019,384,Q9HC16; P17612; P69723; Q77YG0
APOBEC3G,B2LYL6,unreviewed,B2LYL6_HUMAN,Apolipoprotein B mRNA editing enzyme,APOBEC3G,37,
APOBEC3G,F2YHL6,unreviewed,F2YHL6_HUMAN,DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (Deoxycytidine deaminase),APOBEC3G,384,
APOBEC3G,M4VSD8,unreviewed,M4VSD8_HUMAN,DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (Deoxycytidine deaminase),APOBEC3G,382,
ICAM1,P05362,reviewed,ICAM1_HUMAN,Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54),ICAM1,532,Q99828; A8MQ03; P20701; Q14145; P60410; Q9BRX2; Q9UHD9
ICAM1,A0A1C9J7T1,unreviewed,A0A1C9J7T1_HUMAN,Intercellular adhesion molecule 1,ICAM1,81,
ICAM1,E7ESS4,unreviewed,E7ESS4_HUMAN,Intercellular adhesion molecule 1,ICAM1,310,
ICAM1,K7EKL8,unreviewed,K7EKL8_HUMAN,Intercellular adhesion molecule 1,ICAM1,180,
ICAM1,Q14601,unreviewed,Q14601_HUMAN,Intercellular adhesion molecule-1,ICAM1,43,
ICAM1,Q5NKV8,unreviewed,Q5NKV8_HUMAN,Intercellular adhesion molecule 1,ICAM1,532,
PSIP1,O75475,reviewed,PSIP1_HUMAN,PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52),PSIP1 DFS70 LEDGF PSIP2,530,Q99708; P63165; P04585; PRO_0000042447 [P04585]; PRO_0000042402 [P12497]
PSIP1,L8E926,unreviewed,L8E926_HUMAN,Alternative protein PSIP1,PSIP1,44,
PSIP1,Q05CM9,unreviewed,Q05CM9_HUMAN,PSIP1 protein,PSIP1,263,
PSIP1,Q8N4N4,unreviewed,Q8N4N4_HUMAN,"PC4 and SFRS1 interacting protein 1, isoform CRA_a (PSIP1 protein)",PSIP1 hCG_27254,50,
PSIP1,V9GYT7,unreviewed,V9GYT7_HUMAN,PC4 and SFRS1 interacting protein 1,PSIP1,65,
SIRT1,Q96EB6,reviewed,SIR1_HUMAN,NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)],SIRT1 SIR2L1,747,Q13085; P31749; P27695; O95352; Q8N163; P33076; Q9NS37; Q9Y5P2; P68400; P67870; P26358; O14640; Q92997; Q01094; Q09472; Q14192; Q12778; O43524; P98177; P51610; Q14469; Q9UBP5; Q9Y4H2; Q92831; Q03164; Q9GZQ8; Q03112; P42345; P01106; P04198; O60934; Q02577; Q9HAN9; Q15466; P27986; P37231; P10276; Q04206; Q86WX3; Q8N122; O43159; Q8WTS6; Q13573; P36956-3; O43463; Q04724; P04637; O15350; P49815; Q14191; P23025; P12956; Q9R1E0; Q60974; Q60644; Q9Z0Y9; P37238; P37238-1; P04608
SIRT1,A0A024QZQ1,unreviewed,A0A024QZQ1_HUMAN,"Sirtuin (Silent mating type information regulation 2 homolog) 1 (S. cerevisiae), isoform CRA_a",SIRT1 hCG_32306,747,
SIRT1,B0QZ35,unreviewed,B0QZ35_HUMAN,"Sirtuin 1 (cDNA FLJ90324 fis, clone NT2RP2001817, highly similar to NAD-dependent deacetylase sirtuin-1)",SIRT1,444,
SIRT1,E9PC49,unreviewed,E9PC49_HUMAN,Sirtuin 1,SIRT1,452,
SIRT1,I1Y8W7,unreviewed,I1Y8W7_HUMAN,Sirtuin 1,SIRT1,420,
S100A1,P23297,reviewed,S10A1_HUMAN,Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1),S100A1 S100A,94,Q00994; P52907; Q00987; O15151; P35579; Q96CV9; Q9H8W4; P23297; P29034; P33764; P26447; P04271; P25815; Q8WXG8; P32418; P04637
S100A1,A0A0S2Z4H2,unreviewed,A0A0S2Z4H2_HUMAN,Protein S100 (S100 calcium-binding protein),S100A1,94,
S100A1,Q5T7Y4,unreviewed,Q5T7Y4_HUMAN,S100 calcium binding protein A1 (S100 calcium binding protein A1 isoform 2),S100A1,53,Q04864-2
S100A1,Q5T7Y5,unreviewed,Q5T7Y5_HUMAN,S100 calcium binding protein A1,S100A1,34,
S100A1,Q5T7Y6,unreviewed,Q5T7Y6_HUMAN,Protein S100 (S100 calcium-binding protein),S100A1 hCG_15470,147,
ITIH4,Q14624,reviewed,ITIH4_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],ITIH4 IHRP ITIHL1 PK120 PRO1851,930,
ITIH4,B2RMS9,unreviewed,B2RMS9_HUMAN,Inter-alpha (Globulin) inhibitor H4 (Plasma Kallikrein-sensitive glycoprotein),ITIH4,930,
ITIH4,B7ZKJ8,unreviewed,B7ZKJ8_HUMAN,ITIH4 protein (Inter-alpha-trypsin inhibitor heavy chain 4),ITIH4,935,
ITIH4,H7C0L5,unreviewed,H7C0L5_HUMAN,Inter-alpha-trypsin inhibitor heavy chain 4,ITIH4,719,
KIR3DL2,P43630,reviewed,KI3L2_HUMAN,Killer cell immunoglobulin-like receptor 3DL2 (CD158 antigen-like family member K) (Natural killer-associated transcript 4) (NKAT-4) (p70 natural killer cell receptor clone CL-5) (p70 NK receptor CL-5) (CD antigen CD158k),KIR3DL2 CD158K NKAT4,455,P30511
KIR3DL2,A0A0G2JLM7,unreviewed,A0A0G2JLM7_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JLP2,unreviewed,A0A0G2JLP2_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,455,
KIR3DL2,A0A0G2JLU7,unreviewed,A0A0G2JLU7_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,455,
KIR3DL2,A0A0G2JLX7,unreviewed,A0A0G2JLX7_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JLZ4,unreviewed,A0A0G2JLZ4_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,455,
KIR3DL2,A0A0G2JM36,unreviewed,A0A0G2JM36_HUMAN,KIR3DL2 protein (Killer cell immunoglobulin-like receptor 3DL2),KIR3DL2,438,
KIR3DL2,A0A0G2JM59,unreviewed,A0A0G2JM59_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JMA3,unreviewed,A0A0G2JMA3_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,455,
KIR3DL2,A0A0G2JMI1,unreviewed,A0A0G2JMI1_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JMS0,unreviewed,A0A0G2JMS0_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JMW7,unreviewed,A0A0G2JMW7_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JN45,unreviewed,A0A0G2JN45_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JNA1,unreviewed,A0A0G2JNA1_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,222,
KIR3DL2,A0A0G2JNN5,unreviewed,A0A0G2JNN5_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JP59,unreviewed,A0A0G2JP59_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,333,
KIR3DL2,A0A0G2JP67,unreviewed,A0A0G2JP67_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JP93,unreviewed,A0A0G2JP93_HUMAN,3DL2 (KIR3DL2) (KIR3DL2 protein) (Killer cell immunoglobulin-like receptor) (Killer cell immunoglobulin-like receptor 2DL2) (Killer cell immunoglobulin-like receptor 3DL2) (Killer cell immunoglobulin-like receptor three domains long cytoplasmic tail 2),KIR3DL2 3DL2,455,
KIR3DL2,A0A0G2JPA6,unreviewed,A0A0G2JPA6_HUMAN,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2,438,
KIR3DL2,A0A0G2JPL0,unreviewed,A0A0G2JPL0_HUMAN,Killer cell immunoglobulin-like receptor (Killer cell immunoglobulin-like receptor 3DL2),KIR3DL2,333,
KIR3DL2,A0A0G2JPQ5,unreviewed,A0A0G2JPQ5_HUMAN,KIR3DL2 (Killer cell immunoglobulin-like receptor) (Killer cell immunoglobulin-like receptor 3DL2),KIR3DL2,455,
KIR3DL2,A0A0U1V1E4,unreviewed,A0A0U1V1E4_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1V1E6,unreviewed,A0A0U1V1E6_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1V1E8,unreviewed,A0A0U1V1E8_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1V1F2,unreviewed,A0A0U1V1F2_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1V1F4,unreviewed,A0A0U1V1F4_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN03,unreviewed,A0A0U1WN03_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN22,unreviewed,A0A0U1WN22_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN23,unreviewed,A0A0U1WN23_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN28,unreviewed,A0A0U1WN28_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN35,unreviewed,A0A0U1WN35_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN38,unreviewed,A0A0U1WN38_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN45,unreviewed,A0A0U1WN45_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN50,unreviewed,A0A0U1WN50_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WN54,unreviewed,A0A0U1WN54_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WNF1,unreviewed,A0A0U1WNF1_HUMAN,Killer cell immunoglobulin-like receptor (Killer-cell immunoglobulin-like receptor 3DL2),KIR3DL2,455,
KIR3DL2,A0A0U1WNF2,unreviewed,A0A0U1WNF2_HUMAN,KIR3DL2 (Killer cell immunoglobulin-like receptor),KIR3DL2,455,
KIR3DL2,A0A0U1WNF3,unreviewed,A0A0U1WNF3_HUMAN,KIR3DL2 (Killer cell immunoglobulin-like receptor),KIR3DL2,455,
KIR3DL2,A0A0U1WNF4,unreviewed,A0A0U1WNF4_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WNF5,unreviewed,A0A0U1WNF5_HUMAN,Killer cell immunoglobulin-like receptor (Killer cell immunoglobulin-like receptor 3DL2),KIR3DL2,455,
KIR3DL2,A0A0U1WNF6,unreviewed,A0A0U1WNF6_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WNF7,unreviewed,A0A0U1WNF7_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U1WNF9,unreviewed,A0A0U1WNF9_HUMAN,Killer cell immunoglobulin-like receptor,KIR3DL2,455,
KIR3DL2,A0A0U4YTB3,unreviewed,A0A0U4YTB3_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U4YTC8,unreviewed,A0A0U4YTC8_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5BZT5,unreviewed,A0A0U5BZT5_HUMAN,KIR3DL2 (Killer-cell immunoglobulin-like receptor),KIR3DL2 KIR-3DL2,455,
KIR3DL2,A0A0U5BZX3,unreviewed,A0A0U5BZX3_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5C0C5,unreviewed,A0A0U5C0C5_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FL38,unreviewed,A0A0U5FL38_HUMAN,KIR3DL2 (Killer cell immunoglobulin-like receptor),KIR3DL2,455,
KIR3DL2,A0A0U5FL96,unreviewed,A0A0U5FL96_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FLC8,unreviewed,A0A0U5FLC8_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FLD8,unreviewed,A0A0U5FLD8_HUMAN,KIR3DL2 (Killer-cell immunoglobulin-like receptor 3DL2),KIR3DL2,455,
KIR3DL2,A0A0U5FLQ7,unreviewed,A0A0U5FLQ7_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FLS4,unreviewed,A0A0U5FLS4_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FM20,unreviewed,A0A0U5FM20_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FNF5,unreviewed,A0A0U5FNF5_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5FT04,unreviewed,A0A0U5FT04_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A0U5GHC2,unreviewed,A0A0U5GHC2_HUMAN,KIR3DL2 (Killer-cell immunoglobulin-like receptor),KIR3DL2 KIR-3DL2,455,
KIR3DL2,A0A0U5GHD6,unreviewed,A0A0U5GHD6_HUMAN,KIR3DL2 (Killer cell immunoglobulin-like receptor) (Killer cell immunoglobulin-like receptor 3DL2) (Killer cell immunoglobulin-like receptor three domains long cytoplasmic tail 2),KIR3DL2,455,
KIR3DL2,A0A110BGM1,unreviewed,A0A110BGM1_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BGN2,unreviewed,A0A110BGN2_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BGU4,unreviewed,A0A110BGU4_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BGW5,unreviewed,A0A110BGW5_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BHB9,unreviewed,A0A110BHB9_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BHC2,unreviewed,A0A110BHC2_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BIP7,unreviewed,A0A110BIP7_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BIP9,unreviewed,A0A110BIP9_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BIQ8,unreviewed,A0A110BIQ8_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A110BIQ9,unreviewed,A0A110BIQ9_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A120N5Z5,unreviewed,A0A120N5Z5_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A120N5Z6,unreviewed,A0A120N5Z6_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A120N617,unreviewed,A0A120N617_HUMAN,KIR3DL2 (Killer cell immunoglobulin-like receptor 3DL2),KIR3DL2,455,
KIR3DL2,A0A120N654,unreviewed,A0A120N654_HUMAN,KIR3DL2,KIR3DL2,455,
KIR3DL2,A0A142DV42,unreviewed,A0A142DV42_HUMAN,Killer-cell immunoglobulin-like receptor 3DL2,KIR3DL2,455,
KIR3DL2,A0A191URK3,unreviewed,A0A191URK3_HUMAN,KIR3DL2 protein (Killer cell immunoglobulin-like receptor 3DL2) (Killer cell immunoglobulin-like receptor three domains long cytoplasmic tail 2),KIR3DL2,455,
